"","Date","sulfate","nitrate","ID"
"8924","2003-06-11",1.66,1.51,26
"8956","2003-06-14",1.67,1.545,26
"8983","2003-06-17",3.555,1.685,26
"9014","2003-06-20",1.515,1.495,26
"9073","2003-06-26",2.22,0.822,26
"9163","2003-07-05",3.48,2.84,26
"9254","2003-07-14",1.955,1.515,26
"9282","2003-07-17",2.68,1.685,26
"9343","2003-07-23",1.775,0.573,26
"9374","2003-07-26",2.51,0.9955,26
"9402","2003-07-29",2.055,0.867,26
"9434","2003-08-01",3.37,4.845,26
"9463","2003-08-04",1.87,1.31,26
"9493","2003-08-07",1.93,1.685,26
"9523","2003-08-10",1.98,1.06,26
"9553","2003-08-13",1.5,1.745,26
"9583","2003-08-16",1.725,2.18,26
"9614","2003-08-19",1.575,0.8855,26
"9703","2003-08-28",1.35,1.56,26
"9711","2003-08-29",1.44,1.48,26
"9763","2003-09-03",2.105,0.7115,26
"9794","2003-09-06",2.335,2.085,26
"9883","2003-09-15",1.675,1.13,26
"9915","2003-09-18",1.205,3.13,26
"9943","2003-09-21",1.935,1.475,26
"9976","2003-09-24",2.635,3.87,26
"10034","2003-09-30",2.245,2.5,26
"10061","2003-10-03",1.61,3.56,26
"10124","2003-10-09",1.115,3.6,26
"10276","2003-10-24",2.13,8.12,26
"10336","2003-10-30",1.05,1.35,26
"10396","2003-11-05",1.315,14.85,26
"10424","2003-11-08",0.723,4.53,26
"10456","2003-11-11",1.36,12.7,26
"10483","2003-11-14",1.34,5,26
"10636","2003-11-29",0.906,11.25,26
"10665","2003-12-02",0.8585,7.1,26
"10696","2003-12-05",3.245,33.2,26
"10724","2003-12-08",0.636,2.97,26
"10755","2003-12-11",0.5555,2,26
"10815","2003-12-17",1.51,19.75,26
"10843","2003-12-20",0.606,9.525,26
"10935","2003-12-29",0.988,11.7,26
"10964","2004-01-01",1.635,10.35,26
"11024","2004-01-07",1.465,19.65,26
"11056","2004-01-10",0.9955,13.05,26
"11085","2004-01-13",2.97,8.86,26
"11176","2004-01-22",2.46,19.95,26
"11205","2004-01-25",2.865,24.45,26
"11235","2004-01-28",1.285,11.5,26
"11322","2004-02-06",0.8655,10.4,26
"11384","2004-02-12",0.5365,3.705,26
"11414","2004-02-15",0.6615,8.785,26
"11503","2004-02-24",1.135,3.58,26
"11595","2004-03-04",0.6065,5.58,26
"11625","2004-03-07",2.33,17.6,26
"11684","2004-03-13",1.96,14.5,26
"11743","2004-03-19",1.855,10.35,26
"11776","2004-03-22",2.53,8.115,26
"11805","2004-03-25",1.445,3.885,26
"11834","2004-03-28",2.45,9.89,26
"11863","2004-03-31",1.64,7.805,26
"11923","2004-04-06",1.5,4,26
"12014","2004-04-15",1.465,3.005,26
"12074","2004-04-21",1.445,1.88,26
"12104","2004-04-24",1.555,2.425,26
"12135","2004-04-27",2.99,1.295,26
"12164","2004-04-30",1.14,1.315,26
"12193","2004-05-03",2.42,1.785,26
"12223","2004-05-06",1.4,0.909,26
"12255","2004-05-09",1.565,1.68,26
"12284","2004-05-12",1.155,1.67,26
"12315","2004-05-15",1.55,1.905,26
"12344","2004-05-18",0.974,1.065,26
"12374","2004-05-21",1.305,0.734,26
"12434","2004-05-27",2.49,1.66,26
"12463","2004-05-30",2.09,1.755,26
"12493","2004-06-02",1.98,1.62,26
"12524","2004-06-05",1.815,1.31,26
"12553","2004-06-08",0.5535,0.8375,26
"12583","2004-06-11",1.73,1.855,26
"12702","2004-06-23",2.465,1.195,26
"12763","2004-06-29",2.93,1.11,26
"12793","2004-07-02",3.36,1.895,26
"12854","2004-07-08",1.78,0.4025,26
"12883","2004-07-11",2.535,1.86,26
"12913","2004-07-14",1.755,0.8865,26
"12943","2004-07-17",1.635,0.939,26
"13003","2004-07-23",1.91,0.75,26
"14115","2004-11-11",1.59,1.435,26
"14174","2004-11-17",3.595,19.95,26
"14204","2004-11-20",2.41,13.65,26
"14265","2004-11-26",2.14,23.8,26
"14324","2004-12-02",1.645,29.95,26
"14355","2004-12-05",1.115,6.315,26
"14415","2004-12-11",3.85,13.6,26
"14443","2004-12-14",2.145,12,26
"14473","2004-12-17",2.63,14.65,26
"14505","2004-12-20",3.66,8.97,26
"14533","2004-12-23",3.94,23.1,26
"14625","2005-01-01",0.886,2.1,26
"14655","2005-01-04",0.8905,5.9,26
"14774","2005-01-16",3.64,17.1,26
"14805","2005-01-19",3.735,8.9,26
"14835","2005-01-22",4.63,6.095,26
"14865","2005-01-25",2.795,12.45,26
"14894","2005-01-28",0.53,1.88,26
"14954","2005-02-03",1.58,13.15,26
"15015","2005-02-09",2.285,16.5,26
"15043","2005-02-12",2.22,22.45,26
"15523","2005-04-01",1.385,1.705,26
"15584","2005-04-07",1.09,1.04,26
"15615","2005-04-10",0.892,2.38,26
"15645","2005-04-13",0.741,2.28,26
"15675","2005-04-16",2.33,11.8,26
"15704","2005-04-19",0.511,0.901,26
"15796","2005-04-28",0.675,1.07,26
"15823","2005-05-01",1.63,2.93,26
"15855","2005-05-04",2.38,2.56,26
"15975","2005-05-16",1.99,1.31,26
"16004","2005-05-19",1.17,0.976,26
"16063","2005-05-25",2.37,2.15,26
"16096","2005-05-28",1.7,1.24,26
"16155","2005-06-03",1.39,1.08,26
"16214","2005-06-09",1.52,1.25,26
"16244","2005-06-12",1.9,1.54,26
"16274","2005-06-15",1.24,1.07,26
"16304","2005-06-18",1.65,1.51,26
"16333","2005-06-21",2.87,2.1,26
"16396","2005-06-27",2.03,0.873,26
"16423","2005-06-30",3.98,1.41,26
"16452","2005-07-03",1.99,1.15,26
"16482","2005-07-06",1.98,1.34,26
"16515","2005-07-09",1.57,0.735,26
"16544","2005-07-12",3.54,1.63,26
"16574","2005-07-15",3.4,1.67,26
"16634","2005-07-21",3.17,0.76,26
"16663","2005-07-24",2.74,1.25,26
"16693","2005-07-27",2.24,1.24,26
"16755","2005-08-02",1.6,0.666,26
"16842","2005-08-11",1.36,0.942,26
"16876","2005-08-14",1.57,1.07,26
"16904","2005-08-17",2.62,1.64,26
"16935","2005-08-20",1.64,1.53,26
"16964","2005-08-23",2.07,0.724,26
"16995","2005-08-26",1.84,1.21,26
"17025","2005-08-29",1.42,0.846,26
"17054","2005-09-01",1.69,1.41,26
"17084","2005-09-04",1.445,0.467,26
"17116","2005-09-07",1.265,1.04,26
"17143","2005-09-10",1.15,0.6455,26
"17175","2005-09-13",1.17,1.755,26
"17235","2005-09-19",1.435,1.855,26
"17263","2005-09-22",2.06,2.365,26
"17294","2005-09-25",1.05,2.365,26
"17324","2005-09-28",1.71,2.475,26
"17355","2005-10-01",1.89,4.44,26
"17385","2005-10-04",0.5725,1.4,26
"17475","2005-10-13",1.685,3.395,26
"17503","2005-10-16",0.85,1.92,26
"17533","2005-10-19",2.165,8.375,26
"17596","2005-10-25",1.565,2.17,26
"17654","2005-10-31",1.95,13.3,26
"17684","2005-11-03",0.8315,1.53,26
"17715","2005-11-06",1.375,6.415,26
"17743","2005-11-09",1.051,5.385,26
"17774","2005-11-12",1.6,13.4,26
"17802","2005-11-15",2.095,18.2,26
"17835","2005-11-18",1.675,21.2,26
"18043","2005-12-09",2.575,43.15,26
"18103","2005-12-15",5.35,40.05,26
"18135","2005-12-18",1.02,4.025,26
"18164","2005-12-21",0.8915,6.56,26
"18195","2005-12-24",2.25,8.44,26
"18253","2005-12-30",1.685,5.97,26
"18344","2006-01-08",2.19,7.695,26
"18375","2006-01-11",3.655,14.2,26
"18434","2006-01-17",0.7275,7.65,26
"18462","2006-01-20",1.47,9.065,26
"18494","2006-01-23",1.67,12.95,26
"18524","2006-01-26",1.275,2.56,26
"18555","2006-01-29",0.6245,5.37,26
"18583","2006-02-01",0.925,5.105,26
"18615","2006-02-04",3.015,13.2,26
"18643","2006-02-07",1.9,18.75,26
"18674","2006-02-10",1.725,30.85,26
"18704","2006-02-13",2.975,29.85,26
"18735","2006-02-16",0.6275,3.195,26
"18795","2006-02-22",0.7465,8.58,26
"18915","2006-03-06",0.63,6.105,26
"18945","2006-03-09",0.868,4.35,26
"18975","2006-03-12",0.8365,2.1,26
"19036","2006-03-18",0.5485,1.57,26
"19063","2006-03-21",0.5435,0.9675,26
"19094","2006-03-24",0.932,9.485,26
"19124","2006-03-27",1.825,5.58,26
"19185","2006-04-02",1.67,2.575,26
"19244","2006-04-08",1.05,1.0315,26
"19275","2006-04-11",1.105,3.48,26
"19424","2006-04-26",0.856,2.1,26
"19455","2006-04-29",3.3,4.2,26
"19483","2006-05-02",1.745,2.34,26
"19515","2006-05-05",2.975,3.22,26
"19575","2006-05-11",3.84,4.665,26
"19695","2006-05-23",1.38,2.375,26
"19755","2006-05-29",1.22,1.675,26
"19783","2006-06-01",2.61,3.26,26
"19814","2006-06-04",1.965,0.6325,26
"19842","2006-06-07",1.99,1.835,26
"19872","2006-06-10",1.765,1.525,26
"19903","2006-06-13",1.94,1.1,26
"19935","2006-06-16",2.07,0.8075,26
"19995","2006-06-22",2.965,1.115,26
"20023","2006-06-25",2.455,0.661,26
"20054","2006-06-28",2.54,0.5195,26
"20082","2006-07-01",2.11,1.49,26
"20173","2006-07-10",2.28,0.8575,26
"20202","2006-07-13",2.135,2.07,26
"20234","2006-07-16",2.98,1.75,26
"20263","2006-07-19",2.905,1.265,26
"20294","2006-07-22",2.175,0.805,26
"20323","2006-07-25",2.73,0.8095,26
"20354","2006-07-28",3.035,0.8335,26
"20412","2006-08-03",2.005,1.66,26
"20443","2006-08-06",2.5,1.51,26
"20474","2006-08-09",2.96,2.98,26
"20503","2006-08-12",1.115,1.0195,26
"20533","2006-08-15",1.945,1.24,26
"20594","2006-08-21",2.295,1.09,26
"20623","2006-08-24",2.065,2.42,26
"20654","2006-08-27",2.05,1.335,26
"20683","2006-08-30",1.945,2.025,26
"20742","2006-09-05",2.7,1.915,26
"20833","2006-09-14",1.57,0.783,26
"20863","2006-09-17",1.21,2.02,26
"20892","2006-09-20",0.8475,0.825,26
"21013","2006-10-02",3.795,17.15,26
"21073","2006-10-08",2.12,9.04,26
"21103","2006-10-11",1.66,2.825,26
"21192","2006-10-20",1.045,9.64,26
"21252","2006-10-26",0.5815,0.7625,26
"21283","2006-10-29",1.285,10.9,26
"21313","2006-11-01",2.6,17.9,26
"21343","2006-11-04",1.9,4.94,26
"21374","2006-11-07",3.49,24.85,26
"21433","2006-11-13",1.445,9.67,26
"21462","2006-11-16",2.005,20.7,26
"21493","2006-11-19",3.52,25.25,26
"2164","2006-12-04",1.05,21.4,26
"21672","2006-12-07",1.24,38.45,26
"21732","2006-12-13",1.04,11.65,26
"21914","2006-12-31",0.9995,18.15,26
"21941","2007-01-03",1.68,21.35,26
"21972","2007-01-06",0.5565,4.76,26
"22122","2007-01-21",0.6885,9.975,26
"22154","2007-01-24",0.8925,22.1,26
"22183","2007-01-27",0.968,16.2,26
"22214","2007-01-30",1.595,14.4,26
"22243","2007-02-02",2.715,21.5,26
"22274","2007-02-05",3.74,44.35,26
"22302","2007-02-08",1.455,18.55,26
"22363","2007-02-14",1.19,7.6,26
"22394","2007-02-17",1.635,16.2,26
"22513","2007-03-01",0.7065,3.075,26
"22542","2007-03-04",0.803,2.125,26
"22572","2007-03-07",1.22,10.55,26
"22602","2007-03-10",1.61,7.845,26
"22633","2007-03-13",1.5,10.4,26
"22694","2007-03-19",0.8535,2.325,26
"22722","2007-03-22",0.901,6.025,26
"22753","2007-03-25",1.555,2.765,26
"22783","2007-03-28",0.5465,1.945,26
"22814","2007-03-31",1.385,6.28,26
"22843","2007-04-03",1.5,3.25,26
"22934","2007-04-12",0.6975,0.74,26
"23053","2007-04-24",1.53,5.36,26
"23143","2007-05-03",1.09,1.93,26
"23174","2007-05-06",1.205,1.45,26
"23234","2007-05-12",2.32,1.62,26
"23263","2007-05-15",2.76,2.32,26
"23323","2007-05-21",1.295,0.814,26
"23354","2007-05-24",1.58,0.8445,26
"23383","2007-05-27",1.71,0.391,26
"23414","2007-05-30",2.81,1.705,26
"23443","2007-06-02",3.54,2.46,26
"23474","2007-06-05",1.42,0.77,26
"23562","2007-06-14",2.68,0.953,26
"23594","2007-06-17",1.695,1.075,26
"23622","2007-06-20",1.86,1.33,26
"23654","2007-06-23",2.71,1.615,26
"23714","2007-06-29",1.7,0.7805,26
"23774","2007-07-05",5.35,2.115,26
"23802","2007-07-08",1.65,1.08,26
"23833","2007-07-11",1.84,0.9595,26
"23863","2007-07-14",2.58,2.66,26
"23954","2007-07-23",1.17,0.7115,26
"23983","2007-07-26",1.38,0.954,26
"24014","2007-07-29",1.09,1.295,26
"24042","2007-08-01",1.92,1.44,26
"24074","2007-08-04",1.44,0.5535,26
"24103","2007-08-07",1.35,1.51,26
"24134","2007-08-10",1.545,1.75,26
"24193","2007-08-16",0.777,0.524,26
"24253","2007-08-22",1.43,1.09,26
"24282","2007-08-25",1.83,0.748,26
"24402","2007-09-06",1.73,1.66,26
"24433","2007-09-09",3.04,2.035,26
"24462","2007-09-12",3.93,2.17,26
"24493","2007-09-15",1.615,1.79,26
"24554","2007-09-21",1.28,3.585,26
"24614","2007-09-27",1.385,4.2,26
"24643","2007-09-30",1.61,2.27,26
"24673","2007-10-03",1.825,4.68,26
"24702","2007-10-06",0.679,1.6,26
"24794","2007-10-15",1.725,11,26
"24823","2007-10-18",0.826,2.56,26
"24883","2007-10-24",0.735,3.96,26
"24913","2007-10-27",1.57,10.8,26
"24942","2007-10-30",1.87,5.42,26
"25063","2007-11-11",2.22,6.17,26
"25093","2007-11-14",1.94,23.25,26
"25123","2007-11-17",1.52,14.3,26
"25154","2007-11-20",2.49,13.9,26
"25242","2007-11-29",1.17,17.2,26
"25304","2007-12-05",0.902,8.04,26
"25452","2007-12-20",0.9045,4.435,26
"25483","2007-12-23",2.49,21.6,26
"25512","2007-12-26",1.035,7.415,26
"25542","2007-12-29",0.612,5.68,26
"25573","2008-01-01",1.03,3.995,26
"25722","2008-01-16",4.41,25.3,26
"25902","2008-02-03",0.687,1.22,26
"25993","2008-02-12",5.145,35.9,26
"26053","2008-02-18",1.135,15.25,26
"26142","2008-02-27",1.88,16.6,26
"26172","2008-03-01",1.155,5.965,26
"26201","2008-03-04",1.25,7.02,26
"26294","2008-03-13",1.105,6.375,26
"26323","2008-03-16",0.64,1.54,26
"26442","2008-03-28",1.53,5.97,26
"26562","2008-04-09",1.16,1.56,26
"26593","2008-04-12",1.92,3.555,26
"26651","2008-04-18",1.85,2.88,26
"26713","2008-04-24",1.12,2.23,26
"26743","2008-04-27",2.58,1.68,26
"26773","2008-04-30",0.7015,1.265,26
"26803","2008-05-03",3.86,3.09,26
"26833","2008-05-06",2.76,1.92,26
"26894","2008-05-12",2,0.888,26
"26922","2008-05-15",1.81,0.946,26
"26954","2008-05-18",1.41,0.5415,26
"26983","2008-05-21",1.44,0.826,26
"27011","2008-05-24",0.917,1.16,26
"27073","2008-05-30",1.495,2.06,26
"27134","2008-06-05",1.075,0.6645,26
"27162","2008-06-08",1.38,1.09,26
"27194","2008-06-11",0.912,0.604,26
"27223","2008-06-14",2.57,0.977,26
"27253","2008-06-17",1.91,1.805,26
"27402","2008-07-02",1.74,1.77,26
"27434","2008-07-05",2.24,1.525,26
"27523","2008-07-14",2.765,0.8195,26
"27554","2008-07-17",1.64,1.26,26
"27583","2008-07-20",1.7,1.08,26
"27613","2008-07-23",1.845,1.24,26
"27674","2008-07-29",1.845,0.6525,26
"27762","2008-08-07",1.81,1.38,26
"27793","2008-08-10",1.275,0.778,26
"27823","2008-08-13",1.67,1.08,26
"27853","2008-08-16",1.695,0.4925,26
"27943","2008-08-25",2.92,2.04,26
"28003","2008-08-31",1.56,0.655,26
"28061","2008-09-06",1.99,0.929,26
"28214","2008-09-21",1.215,1.425,26
"2824","2008-09-24",1.92,2.24,26
"28303","2008-09-30",1.85,0.929,26
"28361","2008-10-06",1.69,3.64,26
"28394","2008-10-09",1.59,3.36,26
"28422","2008-10-12",0.859,1.49,26
"28453","2008-10-15",1.22,6.34,26
"28483","2008-10-18",1.81,3.49,26
"28512","2008-10-21",1.62,3.545,26
"28573","2008-10-27",2.115,12.2,26
"28603","2008-10-30",1.52,2.06,26
"31242","2009-07-21",1.25,1.02,26
"31361","2009-08-02",0.755,0.27,26
"31392","2009-08-05",1.105,0.9265,26
"31423","2009-08-08",0.994,0.951,26
"31574","2009-08-23",1.0365,0.382,26
"31603","2009-08-26",1.43,1.42,26
"31661","2009-09-01",1.17,0.64,26
"31753","2009-09-10",1.53,1.645,26
"31842","2009-09-19",1.5,1,26
"32054","2009-10-10",1.52,6.925,26
"32083","2009-10-13",0.734,0.614,26
"32113","2009-10-16",2.3,13.7,26
"32172","2009-10-22",1.665,8.58,26
"32262","2009-10-31",0.79,8.54,26
"32293","2009-11-03",1.99,18.9,26
"32353","2009-11-09",0.8305,4.72,26
"32412","2009-11-15",1.02,6.78,26
"32443","2009-11-18",1.45,9.37,26
"32502","2009-11-24",1.73,12.2,26
"32533","2009-11-27",1.23,14.25,26
"32653","2009-12-09",1.4,9.205,26
"32711","2009-12-15",2.23,8.705,26
"32832","2009-12-27",1.055,14.1,26
"32862","2009-12-30",1.29,10,26
"32893","2010-01-02",2.595,11.9,26
"32922","2010-01-05",8.06,15,26
"32952","2010-01-08",1.915,7.135,26
"33192","2010-02-01",1.45,8.635,26
"33221","2010-02-04",2.22,15,26
"33313","2010-02-13",0.9475,8.86,26
"33372","2010-02-19",1.295,3.68,26
"33522","2010-03-06",1.22,9.5,26
"33674","2010-03-21",0.9025,3.355,26
"33734","2010-03-27",0.9695,2.45,26
"33792","2010-04-02",0.722,3.315,26
"33854","2010-04-08",1.11,6.205,26
"33912","2010-04-14",1.83,6.9,26
"33943","2010-04-17",1.47,3.58,26
"33974","2010-04-20",0.5385,0.477,26
"34034","2010-04-26",2.655,2.845,26
"34061","2010-04-29",0.649,0.786,26
"34094","2010-05-02",1.045,1.175,26
"34122","2010-05-05",1.24,1.53,26
"15214","2002-06-01",8.16,9.52,27
"15815","2002-06-07",8.12,12.5,27
"16414","2002-06-13",4.86,5.3,27
"17012","2002-06-19",5.92,5.7,27
"17613","2002-06-25",9.76,12.2,27
"18211","2002-07-01",6.7,6.66,27
"18813","2002-07-07",9.39,8.51,27
"20012","2002-07-19",10.1,9.61,27
"20611","2002-07-25",3.24,3.25,27
"21212","2002-07-31",8.31,8.53,27
"21810","2002-08-06",4.76,6.13,27
"22411","2002-08-12",5.34,5.49,27
"23011","2002-08-18",7.78,8.06,27
"2369","2002-08-24",3.2,4.04,27
"24212","2002-08-30",5.93,10.4,27
"24811","2002-09-05",5.21,9.25,27
"25411","2002-09-11",4.36,8.27,27
"26012","2002-09-17",4.34,7.52,27
"26611","2002-09-23",3.15,4.12,27
"2789","2002-10-05",1.72,5.17,27
"28411","2002-10-11",6.12,10.3,27
"29011","2002-10-17",4.73,5.91,27
"29611","2002-10-23",4.72,8.93,27
"3029","2002-10-29",5.12,8.55,27
"30810","2002-11-04",3.94,16,27
"3147","2002-11-10",0.907,2.1,27
"32010","2002-11-16",0.712,1.33,27
"3267","2002-11-22",1.69,9.16,27
"33210","2002-11-28",1.4,1.03,27
"33810","2002-12-04",1.97,17.5,27
"3447","2002-12-10",1.99,10.1,27
"3507","2002-12-16",1.68,3.61,27
"3749","2003-01-09",1.65,3.06,27
"3806","2003-01-15",0.78,7.3,27
"3866","2003-01-21",5.01,15.3,27
"4045","2003-02-08",0.86,2.53,27
"4108","2003-02-14",1.44,5.8,27
"4165","2003-02-20",0.586,0.629,27
"4226","2003-02-26",0.966,1.43,27
"4289","2003-03-04",2.56,11.3,27
"43410","2003-03-10",2.26,9.82,27
"4405","2003-03-16",0.716,1.4,27
"4467","2003-03-22",2.15,9.3,27
"4589","2003-04-03",1.06,1.7,27
"4671","2003-04-12",1.23,0.891,27
"4707","2003-04-15",0.839,2.21,27
"4765","2003-04-21",2.27,2.14,27
"4825","2003-04-27",2.05,2.51,27
"4945","2003-05-09",1.09,1.28,27
"5067","2003-05-21",5.41,10.1,27
"5126","2003-05-27",8,16.9,27
"5188","2003-06-02",10.7,13.8,27
"5248","2003-06-08",7.17,8.02,27
"5306","2003-06-14",4.17,8.56,27
"6389","2003-09-30",10.6,15.3,27
"6449","2003-10-06",12.2,22.5,27
"6507","2003-10-12",3.21,8.72,27
"6569","2003-10-18",2.91,3.16,27
"6747","2003-11-05",1.35,8.57,27
"6805","2003-11-11",1.35,3.99,27
"6866","2003-11-17",0.733,4.94,27
"7047","2003-12-05",4.26,21.2,27
"7107","2003-12-11",0.723,1.86,27
"731","2004-01-01",1.33,11.8,27
"7526","2004-01-22",0.565,0.301,27
"7588","2004-01-28",1.82,11.8,27
"7767","2004-02-15",1.52,8.4,27
"7825","2004-02-21",0.67,4.4,27
"7946","2004-03-04",1.64,2.75,27
"8006","2004-03-10",7.63,10.2,27
"8067","2004-03-16",8.32,24.2,27
"8125","2004-03-22",8.54,18,27
"8188","2004-03-28",0.97,1.17,27
"8368","2004-04-15",3.42,5.88,27
"8487","2004-04-27",3.06,1.08,27
"8609","2004-05-09",1.65,0.399,27
"8669","2004-05-15",2.73,3.35,27
"8727","2004-05-21",2.28,1.46,27
"8787","2004-05-27",5,2.9,27
"8871","2004-06-05",9.1,10.8,27
"8925","2004-06-10",2.03,2.13,27
"8966","2004-06-14",6.05,4.81,27
"9029","2004-06-20",7.03,5.41,27
"9087","2004-06-26",9.15,10,27
"9145","2004-07-02",3.68,2.73,27
"9209","2004-07-08",5.42,3.9,27
"9267","2004-07-14",3.11,3.58,27
"9327","2004-07-20",2.43,2.4,27
"9387","2004-07-26",7.75,7.4,27
"9448","2004-08-01",8.11,5.92,27
"9567","2004-08-13",5.28,6.1,27
"9626","2004-08-19",5.93,6.12,27
"9689","2004-08-25",4.68,6.03,27
"10229","2004-10-18",1.59,1.97,27
"10349","2004-10-30",1.22,3.26,27
"10407","2004-11-05",0.89,2.22,27
"10528","2004-11-17",1.49,9.7,27
"10588","2004-11-23",1.01,4.22,27
"10645","2004-11-29",0.534,2.06,27
"10705","2004-12-05",1.22,4.09,27
"10766","2004-12-11",0.693,1.93,27
"10886","2004-12-23",0.567,3.35,27
"11007","2005-01-04",0.596,3.04,27
"11066","2005-01-10",0.652,0.849,27
"11185","2005-01-22",3.6,20.8,27
"11247","2005-01-28",0.712,2.29,27
"11308","2005-02-03",0.656,1.38,27
"11367","2005-02-09",1.25,4.52,27
"11546","2005-02-27",2.1,3.28,27
"11608","2005-03-05",0.655,2.64,27
"11666","2005-03-11",9.22,29.9,27
"11729","2005-03-17",2.22,6.39,27
"11846","2005-03-29",1.1,1.78,27
"11909","2005-04-04",1.84,1.13,27
"11965","2005-04-10",0.848,1.89,27
"12029","2005-04-16",2.73,8.15,27
"12087","2005-04-22",2.72,3.47,27
"12147","2005-04-28",0.554,0.639,27
"12264","2005-05-10",0.883,0.828,27
"12326","2005-05-16",6,4.07,27
"12387","2005-05-22",5.24,8.19,27
"12446","2005-05-28",6.82,5.25,27
"12505","2005-06-03",3.6,3.14,27
"12565","2005-06-09",2.34,2.1,27
"12626","2005-06-15",4.72,6.24,27
"12687","2005-06-21",1.72,1.83,27
"12746","2005-06-27",6.83,6.09,27
"12806","2005-07-03",12.5,10.1,27
"12866","2005-07-09",8.39,5.51,27
"12985","2005-07-21",5.88,2.09,27
"13527","2005-09-13",3.58,1.96,27
"14184","2005-11-18",0.555,0.751,27
"14543","2005-12-24",2.83,5.94,27
"14603","2005-12-30",2.92,10.8,27
"15024","2006-02-10",6.16,26.9,27
"15205","2006-02-28",0.588,1.13,27
"15983","2006-05-17",11.4,15.1,27
"16045","2006-05-23",1.2,1.31,27
"16102","2006-05-29",1.53,2.45,27
"16164","2006-06-04",4.04,4.06,27
"16225","2006-06-10",3.75,3.03,27
"16282","2006-06-16",2.67,3.68,27
"16343","2006-06-22",7.24,8.5,27
"16404","2006-06-28",3.46,2.67,27
"16464","2006-07-04",10.4,5.35,27
"16525","2006-07-10",7.06,6.49,27
"16584","2006-07-16",3.36,3.33,27
"16645","2006-07-22",4.11,2.13,27
"16764","2006-08-03",4.18,1.97,27
"16825","2006-08-09",2.62,1.51,27
"16885","2006-08-15",3.54,2.28,27
"16944","2006-08-21",3.48,3.54,27
"17005","2006-08-27",2.01,1.46,27
"17062","2006-09-02",2.59,3.17,27
"17117","2006-09-07",4.28,3.19,27
"17244","2006-09-20",2.86,4.2,27
"17305","2006-09-26",4.01,4.88,27
"17365","2006-10-02",1.45,2.01,27
"17424","2006-10-08",3.13,7.49,27
"17483","2006-10-14",1.5,1.94,27
"17542","2006-10-20",1.03,2.99,27
"17664","2006-11-01",3.75,7.51,27
"17723","2006-11-07",0.549,0.323,27
"17785","2006-11-13",0.916,2.34,27
"17845","2006-11-19",0.847,1.03,27
"17903","2006-11-25",3.34,7.85,27
"18024","2006-12-07",0.762,2.35,27
"18085","2006-12-13",0.681,6.03,27
"18265","2006-12-31",1.55,10.5,27
"18324","2007-01-06",0.527,1.54,27
"18443","2007-01-18",0.702,2.64,27
"18504","2007-01-24",1,9.87,27
"18564","2007-01-30",1.85,7.61,27
"18623","2007-02-05",0.646,2.23,27
"18683","2007-02-11",0.741,1.61,27
"18742","2007-02-17",0.599,0.801,27
"18925","2007-03-07",1.89,3.24,27
"18984","2007-03-13",2.41,4.54,27
"19044","2007-03-19",3.44,5.41,27
"19104","2007-03-25",4.24,4.31,27
"19164","2007-03-31",1.97,4.01,27
"19223","2007-04-06",7.1,7.55,27
"19282","2007-04-12",1.33,1.16,27
"19344","2007-04-18",1.44,1.55,27
"19403","2007-04-24",1.12,2.88,27
"19465","2007-04-30",7.47,8.24,27
"19584","2007-05-12",5.35,4.85,27
"19644","2007-05-18",7.61,11.9,27
"19705","2007-05-24",3.99,6.13,27
"19764","2007-05-30",5.88,5,27
"19824","2007-06-05",5.15,3.94,27
"19883","2007-06-11",6.67,6.92,27
"19944","2007-06-17",7.61,6.44,27
"20423","2007-08-04",4.91,4.67,27
"20483","2007-08-10",4.65,5.03,27
"20542","2007-08-16",2.63,3.7,27
"20602","2007-08-22",3.82,3.57,27
"20664","2007-08-28",3.01,1.9,27
"20724","2007-09-03",3.89,4.23,27
"20783","2007-09-09",1.93,2.38,27
"20845","2007-09-15",2.1,3.8,27
